"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1979","-78.75","-0.156113997101784","1860","18.174","-2.96100000000001","14.0719330584","1.96622284578724","0.994574241505861","15.929775",
"1/2/1979","-78.75","-0.156113997101784","1860","15.297","0.800999999999988","19.069864452","2.2364050888843","0.99478643197045","10.50581916",
"1/3/1979","-78.75","-0.156113997101784","1860","15.804","1.44600000000003","19.033812252","2.46980631654741","0.994335275207315","11.6876313",
"1/4/1979","-78.75","-0.156113997101784","1860","18.339","1.56999999999999","15.8907022056","1.6474632450632","0.994256088320524","10.92409038",
"1/5/1979","-78.75","-0.156113997101784","1860","21.488","1.54500000000002","14.5156880736","1.92721898666545","0.993455361050016","11.69679888",
"1/6/1979","-78.75","-0.156113997101784","1860","9.85399999999999","2.11700000000002","13.1080636584","1.25221598733559","0.994381860511875","9.7508223",
"1/7/1979","-78.75","-0.156113997101784","1860","11.871","3.20400000000001","14.150044512","1.12078545101724","0.99358763215905","8.76183948",
"1/8/1979","-78.75","-0.156113997101784","1860","15.904","1.846","7.4913063624","1.62510097479394","0.991491106018496","16.2644616",
"1/9/1979","-78.75","-0.156113997101784","1860","17.581","-0.987000000000023","11.2730060664","1.90671983364618","0.989342208548497","21.1666545",
"1/10/1979","-78.75","-0.156113997101784","1860","16.62","2.59399999999999","12.5587527264","1.45079388988385","0.989219667816529","15.5701647",
"1/11/1979","-78.75","-0.156113997101784","1860","17.221","1.13400000000001","6.3523212264","1.8107381937234","0.985892760155833","17.6771799",
"1/12/1979","-78.75","-0.156113997101784","1860","17.144","2.49200000000002","5.3412468264","2.00082873531099","0.98082316806175","22.638424032",
"1/13/1979","-78.75","-0.156113997101784","1860","15.937","2.03500000000003","3.4658474328","1.97189671253347","0.983510230909324","17.1861849",
"1/14/1979","-78.75","-0.156113997101784","1860","16.515","4.97699999999998","5.06572992","2.31607780191573","0.980684758020043","15.8380875",
"1/15/1979","-78.75","-0.156113997101784","1860","15.278","4.01400000000001","9.3692806344","1.50603864300057","0.989642882284029","11.04424074",
"1/16/1979","-78.75","-0.156113997101784","1860","16.477","4.13","7.939338732","1.82803396544224","0.976958063547667","16.6179348",
"1/17/1979","-78.75","-0.156113997101784","1860","19.532","6.61500000000001","4.665757644","2.69745702918021","0.946408207649732","24.4245942",
"1/18/1979","-78.75","-0.156113997101784","1860","18.202","6.53399999999999","5.814170892","2.27729190231683","0.934866593874983","20.528720568",
"1/19/1979","-78.75","-0.156113997101784","1860","17.944","5.50599999999997","4.9919094","1.67091467057227","0.943640886349206","19.983488832",
"1/20/1979","-78.75","-0.156113997101784","1860","18.72","8.54000000000002","4.078672596","2.25017589440447","0.904265539820175","21.0551607",
"1/21/1979","-78.75","-0.156113997101784","1860","17.853","9.166","9.85851216","2.37444385386528","0.919211661853098","14.9163192",
"1/22/1979","-78.75","-0.156113997101784","1860","17.192","9.68599999999998","11.6111784528","2.10568129582609","0.943091762614995","13.427997192",
"1/23/1979","-78.75","-0.156113997101784","1860","18.18","10.591","12.778476408","2.03122776045766","0.937314452392193","20.0640411",
"1/24/1979","-78.75","-0.156113997101784","1860","16.847","9.91800000000001","9.8301854664","1.57407244196491","0.956324480553088","10.68755238",
"1/25/1979","-78.75","-0.156113997101784","1860","17.264","10.576","3.8855543616","1.11254932447532","0.946330036926874","13.472944632",
"1/26/1979","-78.75","-0.156113997101784","1860","18.64","9.642","8.3504644128","2.07293111070415","0.915264555048752","16.268124168",
"1/27/1979","-78.75","-0.156113997101784","1860","18.455","10.512","16.5121056","2.09960411505605","0.934252014548923","14.322035088",
"1/28/1979","-78.75","-0.156113997101784","1860","17.89","12.035","23.733903312","2.05257117947213","0.956240776773185","13.3120143",
"1/29/1979","-78.75","-0.156113997101784","1860","16.013","12.758","18.8982","1.53263157689821","0.977303063862903","6.37503552",
"1/30/1979","-78.75","-0.156113997101784","1860","17.528","11.384","18.3102606648","1.65480180199679","0.959550798631606","11.201399568",
"1/31/1979","-78.75","-0.156113997101784","1860","18.501","9.42700000000002","17.8081501464","1.93046671604885","0.933629849934288","22.8057732",
"2/1/1979","-78.75","-0.156113997101784","1860","17.617","10.558","16.065792648","1.75336936162698","0.956652571242319","14.0694174",
"2/2/1979","-78.75","-0.156113997101784","1860","17.502","7.017","16.026309648","1.80361487290696","0.973391170732262","15.3497313",
"2/3/1979","-78.75","-0.156113997101784","1860","18.35","5.99400000000003","12.9209506128","2.00532708457655","0.979333877633963","15.6785625",
"2/4/1979","-78.75","-0.156113997101784","1860","17.124","4.05799999999999","14.5894989816","2.67301047881618","0.976458905386235","22.961196432",
"2/5/1979","-78.75","-0.156113997101784","1860","16.681","2.08100000000002","11.7030090528","1.74441175280634","0.986618372301184","19.9006353",
"2/6/1979","-78.75","-0.156113997101784","1860","18.453","0.826000000000022","8.6654677968","1.64513718572445","0.990829458022474","17.2124406",
"2/7/1979","-78.75","-0.156113997101784","1860","19.914","2.214","14.501953188","2.1112778496624","0.991408593408133","15.3037143",
"2/8/1979","-78.75","-0.156113997101784","1860","15.948","2.66699999999997","16.389367092","2.25212866125439","0.99080923694224","14.77546695",
"2/9/1979","-78.75","-0.156113997101784","1860","18.213","0.565999999999974","19.2968803872","1.84420942019079","0.993412019771795","10.01474595",
"2/10/1979","-78.75","-0.156113997101784","1860","17.736","1.90199999999999","14.3766388224","1.40823408842908","0.993743431039902","14.9980446",
"2/11/1979","-78.75","-0.156113997101784","1860","18.418","2.06299999999999","8.3272943664","2.77845791898289","0.993125543419539","18.67488255",
"2/12/1979","-78.75","-0.156113997101784","1860","20.52","1.88999999999999","12.73040424","2.3886187345817","0.99309260509744","19.9958769",
"2/13/1979","-78.75","-0.156113997101784","1860","15.513","1.23599999999999","13.4058978864","2.03248850219898","0.993094973214517","13.5784071",
"2/14/1979","-78.75","-0.156113997101784","1860","15.961","1.56900000000002","11.0292548184","2.44804399802617","0.993117957902542","18.24680772",
"2/15/1979","-78.75","-0.156113997101784","1860","19.62","1.24400000000003","15.159412584","1.83919355428644","0.994290101769304","12.98880405",
"2/16/1979","-78.75","-0.156113997101784","1860","17.865","1.012","15.9885358488","2.05762891825854","0.994291859792229","11.87561412",
"2/17/1979","-78.75","-0.156113997101784","1860","8.45400000000001","1.09399999999999","15.289888896","1.06821723282656","0.995299334253373","16.64539065",
